32, 41, N, 37, 15, W
32, 41, N, 38, 15, W
32, 41, N, 39, 15, W
36, 11, N, 37, 15, W
36, 11, N, 38, 15, W
36, 11, N, 39, 15, W
32, 41, N, 17, 25, W
32, 41, N, 18, 25, W
32, 41, N, 19, 25, W
36, 11, N, 17, 25, W
36, 11, N, 18, 25, W
36, 11, N, 19, 25, W
32, 45, N, 96, 45, W
32, 45, N, 97, 45, W
32, 45, N, 98, 45, W
32, 45, N, 99, 45, W
36, 15, N, 96, 45, W
36, 15, N, 97, 45, W
36, 15, N, 98, 45, W
36, 15, N, 99, 45, W
32, 47, N, 17, 55, W
32, 47, N, 18, 55, W
32, 47, N, 19, 55, W
36, 17, N, 17, 55, W
36, 17, N, 18, 55, W
36, 17, N, 19, 55, W
32, 41, N, 96, 16, W
32, 41, N, 97, 16, W
32, 41, N, 98, 16, W
32, 41, N, 99, 16, W
32, 41, N, 17, 36, W
32, 41, N, 18, 36, W
32, 41, N, 19, 36, W
36, 11, N, 17, 36, W
36, 11, N, 18, 36, W
36, 11, N, 19, 36, W
32, 41, N, 37, 46, W
32, 41, N, 38, 46, W
32, 41, N, 39, 46, W
36, 11, N, 37, 46, W
36, 11, N, 38, 46, W
36, 11, N, 39, 46, W
32, 47, N, 37, 56, W
32, 47, N, 38, 56, W
32, 47, N, 39, 56, W
36, 17, N, 37, 56, W
36, 17, N, 38, 56, W
36, 17, N, 39, 56, W
32, 45, N, 37, 17, W
32, 45, N, 38, 17, W
32, 45, N, 39, 17, W
36, 15, N, 37, 17, W
36, 15, N, 38, 17, W
36, 15, N, 39, 17, W
32, 43, N, 17, 27, W
32, 43, N, 18, 27, W
32, 43, N, 19, 27, W
36, 13, N, 17, 27, W
36, 13, N, 18, 27, W
36, 13, N, 19, 27, W
32, 41, N, 17, 47, W
32, 41, N, 18, 47, W
32, 41, N, 19, 47, W
36, 11, N, 17, 47, W
36, 11, N, 18, 47, W
36, 11, N, 19, 47, W
32, 41, N, 76, 47, W
32, 41, N, 77, 47, W
32, 41, N, 78, 47, W
32, 41, N, 79, 47, W
36, 11, N, 76, 47, W
36, 11, N, 77, 47, W
36, 11, N, 78, 47, W
36, 11, N, 79, 47, W
32, 41, N, 17, 58, W
32, 41, N, 18, 58, W
32, 41, N, 19, 58, W
36, 11, N, 17, 58, W
36, 11, N, 18, 58, W
36, 11, N, 19, 58, W
32, 41, N, 76, 19, W
32, 41, N, 77, 19, W
32, 41, N, 78, 19, W
32, 41, N, 79, 19, W
36, 11, N, 76, 19, W
36, 11, N, 77, 19, W
36, 11, N, 78, 19, W
36, 11, N, 79, 19, W
36, 12, N, 37, 19, W
36, 12, N, 38, 19, W
36, 12, N, 39, 19, W
32, 47, N, 96, 59, W
32, 47, N, 97, 59, W
32, 47, N, 98, 59, W
32, 47, N, 99, 59, W
36, 17, N, 96, 59, W
36, 17, N, 97, 59, W
36, 17, N, 98, 59, W
36, 17, N, 99, 59, W
48, 46, N, 76, 20, W
48, 46, N, 77, 20, W
48, 46, N, 78, 20, W
48, 46, N, 79, 20, W
48, 41, N, 37, 30, W
48, 41, N, 38, 30, W
48, 41, N, 39, 30, W
48, 43, N, 17, 30, W
48, 43, N, 18, 30, W
48, 43, N, 19, 30, W
48, 42, N, 96, 60, W
48, 42, N, 97, 60, W
48, 42, N, 98, 60, W
48, 42, N, 99, 60, W
48, 45, N, 96, 31, W
48, 45, N, 97, 31, W
48, 45, N, 98, 31, W
48, 45, N, 99, 31, W
48, 42, N, 37, 41, W
48, 42, N, 38, 41, W
48, 42, N, 39, 41, W
48, 48, N, 37, 51, W
48, 48, N, 38, 51, W
48, 48, N, 39, 51, W
48, 44, N, 76, 32, W
48, 44, N, 77, 32, W
48, 44, N, 78, 32, W
48, 44, N, 79, 32, W
48, 45, N, 37, 42, W
48, 45, N, 38, 42, W
48, 45, N, 39, 42, W
48, 41, N, 76, 52, W
48, 41, N, 77, 52, W
48, 41, N, 78, 52, W
48, 41, N, 79, 52, W
48, 43, N, 17, 43, W
48, 43, N, 18, 43, W
48, 43, N, 19, 43, W
48, 42, N, 96, 53, W
48, 42, N, 97, 53, W
48, 42, N, 98, 53, W
48, 42, N, 99, 53, W
48, 41, N, 37, 24, W
48, 41, N, 38, 24, W
48, 41, N, 39, 24, W
48, 41, N, 76, 24, W
48, 41, N, 77, 24, W
48, 41, N, 78, 24, W
48, 41, N, 79, 24, W
48, 43, N, 76, 44, W
48, 43, N, 77, 44, W
48, 43, N, 78, 44, W
48, 43, N, 79, 44, W
48, 48, N, 96, 54, W
48, 48, N, 97, 54, W
48, 48, N, 98, 54, W
48, 48, N, 99, 54, W
48, 44, N, 17, 15, W
48, 44, N, 18, 15, W
48, 44, N, 19, 15, W
48, 41, N, 37, 55, W
48, 41, N, 38, 55, W
48, 41, N, 39, 55, W
48, 42, N, 96, 46, W
48, 42, N, 97, 46, W
48, 42, N, 98, 46, W
48, 42, N, 99, 46, W
48, 43, N, 17, 56, W
48, 43, N, 18, 56, W
48, 43, N, 19, 56, W
48, 45, N, 96, 27, W
48, 45, N, 97, 27, W
48, 45, N, 98, 27, W
48, 45, N, 99, 27, W
48, 44, N, 37, 37, W
48, 44, N, 38, 37, W
48, 44, N, 39, 37, W
48, 47, N, 96, 47, W
48, 47, N, 97, 47, W
48, 47, N, 98, 47, W
48, 47, N, 99, 47, W
48, 41, N, 96, 57, W
48, 41, N, 97, 57, W
48, 41, N, 98, 57, W
48, 41, N, 99, 57, W
48, 41, N, 37, 18, W
48, 41, N, 38, 18, W
48, 41, N, 39, 18, W
48, 43, N, 76, 18, W
48, 43, N, 77, 18, W
48, 43, N, 78, 18, W
48, 43, N, 79, 18, W
48, 42, N, 37, 38, W
48, 42, N, 38, 38, W
48, 42, N, 39, 38, W
48, 49, N, 76, 58, W
48, 49, N, 77, 58, W
48, 49, N, 78, 58, W
48, 49, N, 79, 58, W
48, 44, N, 17, 29, W
48, 44, N, 18, 29, W
48, 44, N, 19, 29, W
48, 41, N, 76, 39, W
48, 41, N, 77, 39, W
48, 41, N, 78, 39, W
48, 41, N, 79, 39, W
48, 42, N, 96, 39, W
48, 42, N, 97, 39, W
48, 42, N, 98, 39, W
48, 42, N, 99, 39, W
48, 41, N, 37, 49, W
48, 41, N, 38, 49, W
48, 41, N, 39, 49, W
48, 41, N, 96, 49, W
48, 41, N, 97, 49, W
48, 41, N, 98, 49, W
48, 41, N, 99, 49, W
